TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,MoA,Unique_MoA,Unique_Treatments,Unique_Compounds,Plate,Batch
1,491,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s3_w189C7A440-F993-4D81-B876-5BF52BD92250_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s3_w2191A8E2F-1A0D-45D8-B490-3B9B416A01D0_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s3_w473234E05-B421-4C51-AB7D-2D3416FABB32_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B04,3,cytochalasin B,10,Actin disruptors,0,0,0,2,0
1,492,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s4_w18E7F5FAF-AA83-45BC-9B77-58B422ACF254_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s4_w2DDBDDBE9-74D3-40C3-A629-6F59819F2D88_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B04_s4_w48BED3868-4E6E-4C37-ABD4-C1954397AB6E_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B04,3,cytochalasin B,10,Actin disruptors,0,0,0,2,0
1,5,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s1_w114129FBE-AB04-4F79-B8AF-CFA7D5524D53_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s1_w2CAEC09A2-969B-48A9-BE0B-C6825D180EB4_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s1_w41094DA98-6064-4EA2-B4A7-02A38208692F_corrected_resized.tiff,Week1/Week1_22123,Week1_22123,B03,1,cytochalasin B,30,Actin disruptors,0,1,0,0,0
1,6,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s2_w1B41C8265-7501-433B-B901-C57F0A1A39B7_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s2_w25CEC2D43-E105-42BB-BC00-6962B3ADEBED_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s2_w45787A3F4-4DBD-45E1-B229-32BA1BFACAC6_corrected_resized.tiff,Week1/Week1_22123,Week1_22123,B03,1,cytochalasin B,30,Actin disruptors,0,1,0,0,0
1,7,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s3_w1FD5D2AA2-BCCE-4C01-B0DE-58F6202CF6C8_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s3_w249EE4202-8755-41DD-A4EA-40BA80C0E39C_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s3_w47D57FC50-6AF2-4154-B29B-EC21ADF4D9C1_corrected_resized.tiff,Week1/Week1_22123,Week1_22123,B03,1,cytochalasin B,30,Actin disruptors,0,1,0,0,0
1,8,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s4_w155514C59-0387-48AC-B2C1-0FCDC248B021_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s4_w2920745D3-B57F-485E-BAD1-0F414F0992FF_corrected_resized.tiff,Week1/Week1_22123,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22123/Week1_150607_B03_s4_w4CE39220B-B0AC-49B5-94F8-C3545525E26C_corrected_resized.tiff,Week1/Week1_22123,Week1_22123,B03,1,cytochalasin B,30,Actin disruptors,0,1,0,0,0
1,245,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s1_w1920D7596-8E5F-4F43-A01E-2A144CFFC96B_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s1_w227CA73E4-EDCB-430A-9A47-7279EB750EF8_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s1_w4EE087FE0-6AE6-40A2-A1E0-4BC99E455AC4_corrected_resized.tiff,Week1/Week1_22141,Week1_22141,B03,2,cytochalasin B,30,Actin disruptors,0,1,0,1,0
1,246,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s2_w1A7BCCCBB-5B8B-45B2-858A-A57A37EE0D58_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s2_w294BC5504-0FBC-4EC9-ADDD-7E4293C98D19_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s2_w439ECDCDC-D518-4956-9354-95A96DCD5848_corrected_resized.tiff,Week1/Week1_22141,Week1_22141,B03,2,cytochalasin B,30,Actin disruptors,0,1,0,1,0
1,247,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s3_w152FF25F3-113C-4AE7-B034-E69D90912886_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s3_w2E7CA3BAF-3F76-4023-828F-AED1525F8700_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s3_w48B576222-33E6-423E-95EF-F7017C7739E3_corrected_resized.tiff,Week1/Week1_22141,Week1_22141,B03,2,cytochalasin B,30,Actin disruptors,0,1,0,1,0
1,248,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s4_w153D5264B-213C-454E-B4C4-FB3A0CA2F0D5_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s4_w2CB0F5E45-A7BE-426D-81D8-88EDA9CAFCD6_corrected_resized.tiff,Week1/Week1_22141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22141/Week1_150607_B03_s4_w46BEC7715-03B0-45C9-87F0-ADC3C8E43BF6_corrected_resized.tiff,Week1/Week1_22141,Week1_22141,B03,2,cytochalasin B,30,Actin disruptors,0,1,0,1,0
1,485,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s1_w19AAA26C2-7659-4721-868E-AF2ACA958824_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s1_w208B1A6C0-CBF1-4DB9-8C41-FE77F53D8CC2_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s1_w407A3EA02-4FC9-45F8-9089-EB22D23AC16F_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B03,3,cytochalasin B,30,Actin disruptors,0,1,0,2,0
1,486,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s2_w16BAE18E6-E27B-4683-90FA-581B8ADA6CB1_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s2_w29833042D-75CE-4B3F-8C8B-94604F642672_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s2_w4D659D620-9183-4955-BBEA-A61A4D19095E_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B03,3,cytochalasin B,30,Actin disruptors,0,1,0,2,0
1,487,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s3_w1ED6761D5-1562-4E21-BBA6-73EDD204743E_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s3_w224AFD1B2-C4F7-4374-B655-7D096D7A0544_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s3_w41E5B909A-64F6-4B23-B297-4692F067DE39_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B03,3,cytochalasin B,30,Actin disruptors,0,1,0,2,0
1,488,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s4_w1F190EE50-4711-41B9-811B-062E55FA03ED_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s4_w24CB630CC-6827-41F7-9876-8D71A37CE27E_corrected_resized.tiff,Week1/Week1_22161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22161/Week1_150607_B03_s4_w42FCA98EC-8F01-4500-A988-FB1C42EAB2D7_corrected_resized.tiff,Week1/Week1_22161,Week1_22161,B03,3,cytochalasin B,30,Actin disruptors,0,1,0,2,0
2,17,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s1_w107EA5E18-5581-4D44-BE14-1849EFD2F65B_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s1_w20CD8D3C9-7C35-49B2-8742-63410A976D17_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s1_w47E3FDE6C-3415-4E8F-AA23-F8B07EDA8A5A_corrected_resized.tiff,Week2/Week2_24121,Week2_24121,B06,1,cytochalasin D,0.3,Actin disruptors,0,2,1,9,1
2,18,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s2_w1765886FB-0350-427B-85FF-9C64FA492870_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s2_w23C7505B2-5138-43A7-9CA6-001BB143D7C0_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s2_w437245559-E278-4584-A227-091C177BB17B_corrected_resized.tiff,Week2/Week2_24121,Week2_24121,B06,1,cytochalasin D,0.3,Actin disruptors,0,2,1,9,1
2,19,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s3_w15AA2C3B0-5B69-4D37-B122-8CE797ADDEB4_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s3_w28093026F-C10C-4316-8F75-227B682B9EAA_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s3_w41AADAFE6-D66E-4A56-B417-A1B7B3D2A961_corrected_resized.tiff,Week2/Week2_24121,Week2_24121,B06,1,cytochalasin D,0.3,Actin disruptors,0,2,1,9,1
2,20,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s4_w129D9AC63-C2B7-4751-92E4-98E65109DB2B_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s4_w25E7856CE-EC88-4ABB-8A5D-01731336E56F_corrected_resized.tiff,Week2/Week2_24121,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24121/Week2_180607_B06_s4_w430479E8D-6B8B-4B57-B0D4-2CD1E7750AD5_corrected_resized.tiff,Week2/Week2_24121,Week2_24121,B06,1,cytochalasin D,0.3,Actin disruptors,0,2,1,9,1
2,257,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s1_w1BC3DCE2D-964C-4863-AAD9-07E030F0D8DB_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s1_w2E1CC237C-68D2-47F9-B4D1-C072F624C19A_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s1_w447160DA7-7472-48E7-81BD-84E943C0A456_corrected_resized.tiff,Week2/Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors,0,2,1,10,1
2,258,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s2_w10CA3221A-F41D-4059-9E11-4E96549C0830_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s2_w24B20D9C8-68BD-4FC5-A513-F8520A36B0B5_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s2_w464E72E5E-0546-4E60-8CED-AF8480560036_corrected_resized.tiff,Week2/Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors,0,2,1,10,1
2,259,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s3_w1DAFE6452-F181-4B94-950E-0054494CDE86_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s3_w2C92FC180-FE49-4FAF-8B3D-FA9C89BD58AB_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s3_w453408238-078E-4B9E-BFE9-7C5188698B6E_corrected_resized.tiff,Week2/Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors,0,2,1,10,1
2,260,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s4_w2385A9628-0456-4197-B849-D4BC341A0172_corrected_resized.tiff,Week2/Week2_24141,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24141/Week2_180607_B06_s4_w42577F830-33AC-4D68-A1CA-2ADF64A7AD2C_corrected_resized.tiff,Week2/Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors,0,2,1,10,1
2,497,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s1_w1494EA9E1-D94C-4264-AA88-2D8BC8DEC703_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s1_w2E8CC6C76-8011-4D70-9675-A0FD05873A6C_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s1_w4172E4D33-2279-49B9-8625-D05DCC7AD548_corrected_resized.tiff,Week2/Week2_24161,Week2_24161,B06,3,cytochalasin D,0.3,Actin disruptors,0,2,1,11,1
2,498,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s2_w195F752EF-434A-4FDC-9FAF-AC3A42629792_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s2_w24B481551-AA29-4886-A807-0C50A113EB45_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s2_w4A4D5AC6F-2A6D-4659-A683-5D0E7370A653_corrected_resized.tiff,Week2/Week2_24161,Week2_24161,B06,3,cytochalasin D,0.3,Actin disruptors,0,2,1,11,1
2,499,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s3_w105ED003A-F267-483C-A4EC-D4A7DEB75225_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s3_w264AF6C20-136E-432A-B448-14A819F84774_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s3_w4F5E444EB-5684-42D4-B9E5-BD196F8F7DCF_corrected_resized.tiff,Week2/Week2_24161,Week2_24161,B06,3,cytochalasin D,0.3,Actin disruptors,0,2,1,11,1
2,500,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s4_w1E5934440-94E9-4356-911C-613B00F48A47_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s4_w282911FA1-E8D7-4927-A141-F7D15C30D905_corrected_resized.tiff,Week2/Week2_24161,/projects/img/GAN_CP/PAPER_2/BBBC021/Week2_24161/Week2_180607_B06_s4_w4E1CD196F-C76E-4BE3-AC36-232801930EDB_corrected_resized.tiff,Week2/Week2_24161,Week2_24161,B06,3,cytochalasin D,0.3,Actin disruptors,0,2,1,11,1
1,2897,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s1_w135206D52-888A-4E3A-8005-FA314DE78C5A_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s1_w2A79960DD-0631-4747-A0D8-DD0B97CEA40C_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s1_w46685CEAE-C2A1-4173-8778-30C900F3D170_corrected_resized.tiff,Week1/Week1_22361,Week1_22361,B06,1,latrunculin B,1,Actin disruptors,0,3,2,3,0
1,2898,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s2_w12134F829-2C5E-4ED7-BA2B-B201BC34530A_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s2_w23FEAC940-8D8C-4735-A14E-0FE1E8AED5D6_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s2_w4899D2801-D3BC-45B8-8D35-338EF172ED96_corrected_resized.tiff,Week1/Week1_22361,Week1_22361,B06,1,latrunculin B,1,Actin disruptors,0,3,2,3,0
1,2899,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s3_w201220D23-2C77-4288-8AC1-E3C6434A2AFF_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s3_w40FC175C3-62C8-4A61-A820-D20FBA663530_corrected_resized.tiff,Week1/Week1_22361,Week1_22361,B06,1,latrunculin B,1,Actin disruptors,0,3,2,3,0
1,2900,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s4_w14D5A7F24-7507-4B4B-8FF7-A6ADECC549E4_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s4_w26A3DFBF6-6269-4DFE-9C91-C421E7A621AD_corrected_resized.tiff,Week1/Week1_22361,/projects/img/GAN_CP/PAPER_2/BBBC021/Week1_22361/Week1_150607_B06_s4_w49C12B492-04CA-4A63-9134-7B3158731487_corrected_resized.tiff,Week1/Week1_22361,Week1_22361,B06,1,latrunculin B,1,Actin disruptors,0,3,2,3,0
