TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,MoA,Unique_MoA,Unique_Treatments,Unique_Compounds
0,83,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s3_w1FA59DD21-2572-464E-BAD1-1C9C0AA73A18_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s3_w26BB116AD-629B-42F4-92F3-59F3E5C0A081_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s3_w4DBFC7F17-7473-4C31-9AAC-DCFA0A67BED0_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,D02,1,DMSO,0,DMSO,0,0,0
0,84,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s4_w1AD347C0A-BBEC-4B1A-ABF5-2824D1E2B6EE_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s4_w23CD26049-25E8-4FA8-8004-0DABD82C0E7E_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_D02_s4_w414668942-660A-4E84-9244-21AAB16EAD0E_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,D02,1,DMSO,0,DMSO,0,0,0
0,157,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s1_w121C4BE31-61CD-40CA-B36E-12268C7714FD_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s1_w2D487250C-D767-4A89-A19A-53FECFA6E5C6_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s1_w4D12E14B6-B933-46C4-9EEE-65C0E8863ECD_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,E11,1,DMSO,0,DMSO,0,0,0
0,158,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s2_w140F22FDD-2028-4C7D-A261-6581D7102B6D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s2_w2F0492713-6B24-4F0D-9FCE-7AA3C00848BF_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s2_w4145739AE-EAAA-4C87-A788-696FE7EDBDCB_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,E11,1,DMSO,0,DMSO,0,0,0
0,159,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s3_w138FC7E80-EF84-44C7-89B4-BA7EEBCD9F6F_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s3_w2A3AD4353-4618-4FD1-82F4-5F7432C34B49_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s3_w4019F4024-A7AD-4CE1-997E-A74C55F2D309_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,E11,1,DMSO,0,DMSO,0,0,0
0,160,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s4_w1A993E008-B87B-4313-802F-67B8A0E38F8D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s4_w22315D5BB-4AC5-451B-8294-E8B2F1BED72A_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_E11_s4_w419E04803-1C21-4E43-B29B-C634C7541C18_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,E11,1,DMSO,0,DMSO,0,0,0
0,197,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s1_w17C421613-28A8-4E3B-814B-D9192EC3F5C7_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s1_w20E2A2C5F-8819-4325-A42C-8A3A90A3B380_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s1_w404004770-DBE6-4181-99B6-7635B3F21038_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,F11,1,DMSO,0,DMSO,0,0,0
0,198,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s2_w1F93222EA-B1D1-479C-AA23-CB21ED4A2C26_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s2_w25A8E7790-10E7-4BCF-8002-3930709AB37D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s2_w45855321A-30AF-4EBC-BC74-4823D0D13C63_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,F11,1,DMSO,0,DMSO,0,0,0
0,199,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s3_w198336DE3-E33A-4593-BA07-2598B5C2BD3D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s3_w201DADF10-B29E-4A3C-B065-2DDFAC3992A7_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s3_w4EF546419-9C73-4D75-82C1-92893DD9888D_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,F11,1,DMSO,0,DMSO,0,0,0
0,200,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s4_w15565FFA0-775C-48AE-B464-50A05B57DBFE_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s4_w26EC2DA0A-6623-4D44-A2DA-1A78B87ED5EA_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_F11_s4_w4C82491C6-FEA0-4224-A610-49FCB7A2A191_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,F11,1,DMSO,0,DMSO,0,0,0
0,237,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s1_w180EF6D52-516D-4ACD-8EAE-0F069E06302F_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s1_w2158BB382-3D22-4DA4-A9AF-A6417D04712D_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s1_w45776340F-D8BF-409C-83A4-AD22194139E6_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,G11,1,DMSO,0,DMSO,0,0,0
0,238,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s2_w13BBB79DC-E2FD-4F4A-9C86-6FDA4E4D5E3A_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s2_w221D88DAA-723A-4CED-B366-BA333AF97B96_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s2_w42D12376A-290E-4D79-A181-48F78EF1E7A5_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,G11,1,DMSO,0,DMSO,0,0,0
0,239,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s3_w11944302C-E266-46A0-90EC-03544126B25B_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s3_w23A83814E-294E-4C97-B2AF-BDC100AF0FDD_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s3_w49D7B9356-958F-4930-925A-24EEF6274371_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,G11,1,DMSO,0,DMSO,0,0,0
0,240,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s4_w1728B8C23-4D4D-42FA-903F-768774133F9F_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s4_w262F37110-A943-4191-A26E-546B8FF3DDE6_corrected_resized.tiff,Week10/Week10_40111,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40111/Week10_200907_G11_s4_w42653A510-A783-4DF9-88DE-AAF20D61F7C6_corrected_resized.tiff,Week10/Week10_40111,Week10_40111,G11,1,DMSO,0,DMSO,0,0,0
0,241,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s1_w1F171DACC-8185-44A3-A552-AFEA1F2AEA10_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s1_w20CF4533A-11EF-405F-8D72-E9CB8ACDBF7C_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s1_w42522B0FE-1B40-49D4-BCE0-124FF1DF9E83_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,B02,2,DMSO,0,DMSO,0,0,0
0,242,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s2_w1C49AAD50-9472-4F96-B1B4-73467E7AC0C6_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s2_w299DE5A44-D643-4D60-A077-A81E6E05DAAF_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s2_w4DBEFBEE7-6466-49B3-BE8F-7D22F38A7D24_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,B02,2,DMSO,0,DMSO,0,0,0
0,243,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s3_w1D51047B7-D18C-44C0-A64E-A5F69C3F3CAA_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s3_w2D6FF3AD8-1916-4DCB-A397-308164376677_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s3_w43FB18D69-372B-416B-963F-C0000D8AB6CA_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,B02,2,DMSO,0,DMSO,0,0,0
0,244,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s4_w1BBC355D6-EAC9-4C4B-894B-6289981539D6_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s4_w242A932E8-50E9-4DD2-AFDE-777F40F8977B_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_B02_s4_w482617159-0358-4485-B478-A5F875B311CF_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,B02,2,DMSO,0,DMSO,0,0,0
0,281,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s1_w1A44B427D-B91D-4F33-A00A-D5659B3A8188_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s1_w2236FCDAF-19BF-4904-9DC3-2FEF79402ED0_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s1_w49C4AA5CB-4819-48C6-8B38-3763AEB8C3EE_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C02,2,DMSO,0,DMSO,0,0,0
0,282,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s2_w1C30041EB-2354-4D27-9D82-DD1207AED3BC_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s2_w24CC3F200-72A1-415E-B18A-3E381E83A2D4_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s2_w47392F24C-7286-4243-89DA-A5BD675B81B5_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C02,2,DMSO,0,DMSO,0,0,0
0,283,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s3_w149006964-425D-4D45-AC97-9F3364733EBC_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s3_w2A4F25AAA-FA66-44AD-B473-122DD7A3EBFF_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s3_w4E9520B3F-75FD-44E0-A286-2FAC9E32B298_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C02,2,DMSO,0,DMSO,0,0,0
0,284,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s4_w13F830D82-B5CE-4F35-8104-40D5773B2772_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s4_w27F69F63F-A60F-4D66-BF4A-BC896341B50C_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_C02_s4_w43A4663E6-EC78-44BA-A836-EA7C141E4AD6_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,C02,2,DMSO,0,DMSO,0,0,0
0,321,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s1_w1F923573E-B9EE-4F25-BA8B-62336C0FC0FC_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s1_w2BF716F69-906A-4456-8251-5A217F1D6AA8_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s1_w4106B756B-B6D7-4A18-858E-609814D657E3_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,D02,2,DMSO,0,DMSO,0,0,0
0,322,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s2_w1B158D1DE-3E8B-482A-85B4-E1481EEF7A46_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s2_w2AFA9CED4-6163-41D7-A240-6CC6F0908FCD_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s2_w4EC475939-820C-48BE-B280-2D40B3181CC9_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,D02,2,DMSO,0,DMSO,0,0,0
0,323,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s3_w150091503-A769-4AA6-99DF-99FFEA3AA73E_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s3_w2238CFAC8-2AA6-4B7A-8D3F-7660A63042C2_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s3_w44CD58EC7-9E2D-4B16-991E-3E52CE29E7D6_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,D02,2,DMSO,0,DMSO,0,0,0
0,324,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s4_w1367FF4E3-4C42-4441-9066-CEEEBAC48951_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s4_w2560C2E6F-3CAF-4E9C-8962-067C85D998F7_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_D02_s4_w4809F14D4-8FE5-4680-8544-971E09A2CDCF_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,D02,2,DMSO,0,DMSO,0,0,0
0,397,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s1_w14755D1BC-8C2E-4B52-BFC7-2650DC3572AE_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s1_w2F8892D46-A32F-459A-A39E-19ED682ED06A_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s1_w4669045CF-850B-4328-B9C6-B6EB8405EEFB_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,E11,2,DMSO,0,DMSO,0,0,0
0,398,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s2_w1AA9E9615-3287-4541-9885-0A263CF5BBB2_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s2_w2F4687027-2969-424E-8EA7-321639891800_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s2_w46A7ACCC1-3010-4A28-B9A3-A4B982BEBE96_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,E11,2,DMSO,0,DMSO,0,0,0
0,399,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s3_w1E760DC6A-0143-4E70-8E2D-4AAFCF41B407_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s3_w2F48AF750-C737-4902-A883-54F33C9015FD_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s3_w41ED79C64-A510-4840-BF75-6432FB5CE7A3_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,E11,2,DMSO,0,DMSO,0,0,0
0,400,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s4_w12ACA1887-96F1-4BD1-9D55-B6D39D2CCFC2_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s4_w26B46C123-1041-4B7D-B36E-E43B6836238A_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_E11_s4_w4BD50897F-E36E-406A-B649-E10B0F291C38_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,E11,2,DMSO,0,DMSO,0,0,0
0,437,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_F11_s1_w1831D9F2A-0A41-4F25-B96E-45617B6A4A2B_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_F11_s1_w255C04D80-D866-423E-9EF7-60B13A01451E_corrected_resized.tiff,Week10/Week10_40115,/projects/img/GAN_CP/PAPER_2/BBBC021/Week10_40115/Week10_200907_F11_s1_w4757A75C6-FCA6-4B01-A877-B0191A95E0BD_corrected_resized.tiff,Week10/Week10_40115,Week10_40115,F11,2,DMSO,0,DMSO,0,0,0
